date,year,quarter,month,month_name,day,day_of_week,day_name,week_of_year
2023-01-02 19:33:00,2023,1,1,January,2,0,Monday,1
2023-01-02 19:41:00,2023,1,1,January,2,0,Monday,1
2023-01-02 19:45:00,2023,1,1,January,2,0,Monday,1
2023-01-02 19:54:00,2023,1,1,January,2,0,Monday,1
2023-01-02 20:06:00,2023,1,1,January,2,0,Monday,1
2023-01-02 20:12:00,2023,1,1,January,2,0,Monday,1
2023-01-03 09:01:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 09:39:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 10:22:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 11:46:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 12:35:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 12:50:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 13:20:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 15:03:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 15:34:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 17:03:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 17:23:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 17:30:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 17:46:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 17:58:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 18:01:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 18:39:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 18:57:00,2023,1,1,January,3,1,Tuesday,1
2023-01-03 19:34:00,2023,1,1,January,3,1,Tuesday,1
2023-01-04 09:27:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 09:30:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 11:18:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 12:11:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 12:31:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 15:05:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 15:11:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 15:55:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 16:24:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 17:14:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 17:36:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 18:04:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 19:59:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 20:15:00,2023,1,1,January,4,2,Wednesday,1
2023-01-04 20:17:00,2023,1,1,January,4,2,Wednesday,1
2023-01-05 09:01:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 09:12:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 09:56:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 10:34:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 10:38:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 12:55:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 13:59:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 14:38:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 15:31:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 15:54:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 16:01:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 16:43:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 17:57:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 18:20:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 19:06:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 19:28:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 20:09:00,2023,1,1,January,5,3,Thursday,1
2023-01-05 20:19:00,2023,1,1,January,5,3,Thursday,1
2023-01-06 10:14:00,2023,1,1,January,6,4,Friday,1
2023-01-06 11:29:00,2023,1,1,January,6,4,Friday,1
2023-01-06 11:39:00,2023,1,1,January,6,4,Friday,1
2023-01-06 12:08:00,2023,1,1,January,6,4,Friday,1
2023-01-06 12:11:00,2023,1,1,January,6,4,Friday,1
2023-01-06 12:37:00,2023,1,1,January,6,4,Friday,1
2023-01-06 13:15:00,2023,1,1,January,6,4,Friday,1
2023-01-06 13:39:00,2023,1,1,January,6,4,Friday,1
2023-01-06 14:01:00,2023,1,1,January,6,4,Friday,1
2023-01-06 14:52:00,2023,1,1,January,6,4,Friday,1
2023-01-06 15:01:00,2023,1,1,January,6,4,Friday,1
2023-01-06 15:13:00,2023,1,1,January,6,4,Friday,1
2023-01-06 15:42:00,2023,1,1,January,6,4,Friday,1
2023-01-06 15:47:00,2023,1,1,January,6,4,Friday,1
2023-01-06 16:43:00,2023,1,1,January,6,4,Friday,1
2023-01-06 16:53:00,2023,1,1,January,6,4,Friday,1
2023-01-06 17:11:00,2023,1,1,January,6,4,Friday,1
2023-01-06 18:48:00,2023,1,1,January,6,4,Friday,1
2023-01-07 09:14:00,2023,1,1,January,7,5,Saturday,1
2023-01-07 09:30:00,2023,1,1,January,7,5,Saturday,1
2023-01-07 12:21:00,2023,1,1,January,7,5,Saturday,1
2023-01-07 12:48:00,2023,1,1,January,7,5,Saturday,1
2023-01-07 14:13:00,2023,1,1,January,7,5,Saturday,1
2023-01-07 15:50:00,2023,1,1,January,7,5,Saturday,1
2023-01-07 18:28:00,2023,1,1,January,7,5,Saturday,1
2023-01-07 19:45:00,2023,1,1,January,7,5,Saturday,1
2023-01-07 20:05:00,2023,1,1,January,7,5,Saturday,1
2023-01-08 09:17:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 09:29:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 10:02:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 10:25:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 10:34:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 10:36:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 11:21:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 11:25:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 11:38:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 11:55:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 14:59:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 15:45:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 15:53:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 16:16:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 16:24:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 16:47:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 18:10:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 18:11:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 18:19:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 18:57:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 19:37:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 20:31:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 20:33:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 20:46:00,2023,1,1,January,8,6,Sunday,1
2023-01-08 20:47:00,2023,1,1,January,8,6,Sunday,1
2023-01-09 10:29:00,2023,1,1,January,9,0,Monday,2
2023-01-09 10:53:00,2023,1,1,January,9,0,Monday,2
2023-01-09 11:11:00,2023,1,1,January,9,0,Monday,2
2023-01-09 11:13:00,2023,1,1,January,9,0,Monday,2
2023-01-09 12:15:00,2023,1,1,January,9,0,Monday,2
2023-01-09 12:48:00,2023,1,1,January,9,0,Monday,2
2023-01-09 13:59:00,2023,1,1,January,9,0,Monday,2
2023-01-09 14:51:00,2023,1,1,January,9,0,Monday,2
2023-01-09 15:14:00,2023,1,1,January,9,0,Monday,2
2023-01-09 15:23:00,2023,1,1,January,9,0,Monday,2
2023-01-09 15:40:00,2023,1,1,January,9,0,Monday,2
2023-01-09 16:29:00,2023,1,1,January,9,0,Monday,2
2023-01-09 16:55:00,2023,1,1,January,9,0,Monday,2
2023-01-09 17:02:00,2023,1,1,January,9,0,Monday,2
2023-01-09 18:00:00,2023,1,1,January,9,0,Monday,2
2023-01-09 19:50:00,2023,1,1,January,9,0,Monday,2
2023-01-09 19:53:00,2023,1,1,January,9,0,Monday,2
2023-01-09 20:03:00,2023,1,1,January,9,0,Monday,2
2023-01-09 20:13:00,2023,1,1,January,9,0,Monday,2
2023-01-10 09:51:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 10:02:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 10:17:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 10:51:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 11:10:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 11:33:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 12:33:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 12:40:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 12:53:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 13:22:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 14:47:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 15:38:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 16:51:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 18:14:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 18:41:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 18:51:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 20:05:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 20:10:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 20:16:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 20:29:00,2023,1,1,January,10,1,Tuesday,2
2023-01-10 20:42:00,2023,1,1,January,10,1,Tuesday,2
2023-01-11 09:18:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 10:27:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 10:40:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 10:49:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 10:57:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 11:24:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 11:59:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 12:12:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 12:21:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 12:32:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 15:05:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 15:23:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 15:59:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 16:16:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 18:06:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 18:20:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 18:57:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 19:06:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 19:31:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 20:31:00,2023,1,1,January,11,2,Wednesday,2
2023-01-11 20:55:00,2023,1,1,January,11,2,Wednesday,2
2023-01-12 09:23:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 10:13:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 10:39:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 11:17:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 11:29:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 11:31:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 11:45:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 13:01:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 13:09:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 14:24:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 14:51:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 14:56:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 14:57:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 15:11:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 15:39:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 15:41:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 16:56:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 17:23:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 17:42:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 18:26:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 19:33:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 19:55:00,2023,1,1,January,12,3,Thursday,2
2023-01-12 20:53:00,2023,1,1,January,12,3,Thursday,2
2023-01-13 09:58:00,2023,1,1,January,13,4,Friday,2
2023-01-13 10:02:00,2023,1,1,January,13,4,Friday,2
2023-01-13 10:23:00,2023,1,1,January,13,4,Friday,2
2023-01-13 10:26:00,2023,1,1,January,13,4,Friday,2
2023-01-13 10:35:00,2023,1,1,January,13,4,Friday,2
2023-01-13 12:13:00,2023,1,1,January,13,4,Friday,2
2023-01-13 12:33:00,2023,1,1,January,13,4,Friday,2
2023-01-13 13:03:00,2023,1,1,January,13,4,Friday,2
2023-01-13 14:30:00,2023,1,1,January,13,4,Friday,2
2023-01-13 16:55:00,2023,1,1,January,13,4,Friday,2
2023-01-13 17:04:00,2023,1,1,January,13,4,Friday,2
2023-01-13 17:29:00,2023,1,1,January,13,4,Friday,2
2023-01-13 17:44:00,2023,1,1,January,13,4,Friday,2
2023-01-13 18:40:00,2023,1,1,January,13,4,Friday,2
2023-01-13 19:40:00,2023,1,1,January,13,4,Friday,2
2023-01-14 09:48:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 09:57:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 09:59:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 10:37:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 11:09:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 11:17:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 12:02:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 12:42:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 13:01:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 14:25:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 14:30:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 14:45:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 15:40:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 15:50:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 17:30:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 18:12:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 18:39:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 19:18:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 19:22:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 19:56:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 19:59:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 20:22:00,2023,1,1,January,14,5,Saturday,2
2023-01-14 20:28:00,2023,1,1,January,14,5,Saturday,2
2023-01-15 09:22:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 09:47:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 10:02:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 10:13:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 11:25:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 11:26:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 11:59:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 12:21:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 12:25:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 12:40:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 12:47:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 13:02:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 14:17:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 15:20:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 15:35:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 16:13:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 16:22:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 16:49:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 17:00:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 17:20:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 17:23:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 18:44:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 19:15:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 19:22:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 19:51:00,2023,1,1,January,15,6,Sunday,2
2023-01-15 20:40:00,2023,1,1,January,15,6,Sunday,2
2023-01-16 09:21:00,2023,1,1,January,16,0,Monday,3
2023-01-16 09:50:00,2023,1,1,January,16,0,Monday,3
2023-01-16 09:53:00,2023,1,1,January,16,0,Monday,3
2023-01-16 10:08:00,2023,1,1,January,16,0,Monday,3
2023-01-16 10:43:00,2023,1,1,January,16,0,Monday,3
2023-01-16 11:02:00,2023,1,1,January,16,0,Monday,3
2023-01-16 11:04:00,2023,1,1,January,16,0,Monday,3
2023-01-16 11:28:00,2023,1,1,January,16,0,Monday,3
2023-01-16 11:56:00,2023,1,1,January,16,0,Monday,3
2023-01-16 13:30:00,2023,1,1,January,16,0,Monday,3
2023-01-16 13:38:00,2023,1,1,January,16,0,Monday,3
2023-01-16 14:27:00,2023,1,1,January,16,0,Monday,3
2023-01-16 15:14:00,2023,1,1,January,16,0,Monday,3
2023-01-16 17:22:00,2023,1,1,January,16,0,Monday,3
2023-01-16 18:08:00,2023,1,1,January,16,0,Monday,3
2023-01-16 18:17:00,2023,1,1,January,16,0,Monday,3
2023-01-16 19:09:00,2023,1,1,January,16,0,Monday,3
2023-01-16 19:26:00,2023,1,1,January,16,0,Monday,3
2023-01-16 20:07:00,2023,1,1,January,16,0,Monday,3
2023-01-16 20:39:00,2023,1,1,January,16,0,Monday,3
2023-01-17 11:19:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 11:32:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 11:37:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 12:03:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 12:05:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 12:40:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 12:53:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 12:58:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 14:42:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 15:33:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 15:42:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 17:20:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 17:52:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 18:35:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 18:37:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 18:42:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 19:25:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 20:35:00,2023,1,1,January,17,1,Tuesday,3
2023-01-17 20:48:00,2023,1,1,January,17,1,Tuesday,3
2023-01-18 09:00:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 09:23:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 09:28:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 10:04:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 10:22:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 10:56:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 11:31:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 11:51:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 12:58:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 13:02:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 13:11:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 16:09:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 16:11:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 16:30:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 17:21:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 17:22:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 17:36:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 17:46:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 17:51:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 18:05:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 18:08:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 18:15:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 18:25:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 18:45:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 19:09:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 19:24:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 20:13:00,2023,1,1,January,18,2,Wednesday,3
2023-01-18 20:26:00,2023,1,1,January,18,2,Wednesday,3
2023-01-19 09:52:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 10:58:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 11:07:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 12:58:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 13:06:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 13:52:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 14:44:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 14:46:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 15:04:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 15:18:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 16:01:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 16:35:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 16:44:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 17:00:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 17:12:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 17:15:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 18:26:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 18:38:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 18:45:00,2023,1,1,January,19,3,Thursday,3
2023-01-19 19:16:00,2023,1,1,January,19,3,Thursday,3
2023-01-20 10:02:00,2023,1,1,January,20,4,Friday,3
2023-01-20 10:25:00,2023,1,1,January,20,4,Friday,3
2023-01-20 10:35:00,2023,1,1,January,20,4,Friday,3
2023-01-20 10:41:00,2023,1,1,January,20,4,Friday,3
2023-01-20 10:59:00,2023,1,1,January,20,4,Friday,3
2023-01-20 11:38:00,2023,1,1,January,20,4,Friday,3
2023-01-20 11:47:00,2023,1,1,January,20,4,Friday,3
2023-01-20 15:48:00,2023,1,1,January,20,4,Friday,3
2023-01-20 15:53:00,2023,1,1,January,20,4,Friday,3
2023-01-20 17:10:00,2023,1,1,January,20,4,Friday,3
2023-01-20 17:18:00,2023,1,1,January,20,4,Friday,3
2023-01-20 17:25:00,2023,1,1,January,20,4,Friday,3
2023-01-20 17:49:00,2023,1,1,January,20,4,Friday,3
2023-01-20 19:29:00,2023,1,1,January,20,4,Friday,3
2023-01-21 09:16:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 09:37:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 09:45:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 09:59:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 10:20:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 11:20:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 11:38:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 12:08:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 12:12:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 12:16:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 13:35:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 14:12:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 14:29:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 14:58:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 15:41:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 16:08:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 16:28:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 17:04:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 17:08:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 17:09:00,2023,1,1,January,21,5,Saturday,3
2023-01-21 17:37:00,2023,1,1,January,21,5,Saturday,3
